# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-a" "../mm10-allGenes.gtf" "-o" "CD24Mid-1.counts.txt" "CD24Mid-1.filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	CD24Mid-1.filtered.bam
ENSMUST00000126703.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	54926704;54929095;54930765;54933989;54936461;54937947;54939598;54956021	54926793;54929218;54930859;54934180;54936541;54938065;54939735;54956122	-;-;-;-;-;-;-;-	941	0
ENSMUST00000155316.1	chr11;chr11;chr11;chr11;chr11;chr11	54934013;54936461;54937947;54939598;54940711;54955848	54934180;54936541;54938065;54939735;54940882;54956047	-;-;-;-;-;-	878	2
ENSMUST00000151736.1	chr11;chr11	54940559;54956021	54940882;54956087	-;-	391	0
ENSMUST00000132776.1	chr11;chr11	54940613;54962833	54940882;54962909	-;-	347	0
ENSMUST00000118301.1	chr11	54947435	54947888	+	454	5
ENSMUST00000102727.2	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	54979108;54981616;54983298;54985076;54986122;54991391;54992287;54994284;54994467;54994885;54996313;54998535;54999795;55001211;55003979;55004667;55005113;55005785;55007858;55009110;55010992;55011703;55013825;55021537;55033359	54979521;54981738;54983356;54985171;54986215;54991444;54992366;54994374;54994580;54994979;54996394;54998613;54999853;55001333;55004037;55004762;55005206;55005841;55007937;55009200;55011105;55011797;55013915;55021580;55033445	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2471	0
ENSMUST00000108883.9	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	54979108;54981616;54983298;54985076;54986122;54987051;54991391;54992287;54994284;54994467;54994885;54996313;54998535;54999795;55001211;55003979;55004667;55005113;55005785;55007858;55009110;55010992;55011703;55013825;55021537;55033359	54979521;54981738;54983356;54985171;54986215;54987068;54991444;54992366;54994374;54994580;54994979;54996394;54998613;54999853;55001333;55004037;55004762;55005206;55005841;55007937;55009200;55011105;55011797;55013915;55021580;55033445	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2489	0
ENSMUST00000148298.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	54990950;54992287;54994284;54994467;54994885;54996313;54998535;54999795;55001211;55003979;55004667;55005113;55005785;55007858;55009110;55010992;55011703;55013825;55021537;55033359	54991444;54992366;54994374;54994580;54994979;54996394;54998613;54999853;55001333;55004037;55004762;55005206;55005841;55007937;55009200;55011105;55011797;55013915;55021580;55033415	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2096	0
ENSMUST00000055040.12	chr11;chr11;chr11;chr11;chr11;chr11;chr11	55049731;55051152;55052348;55052895;55054972;55060461;55078013	55050558;55051249;55052467;55052996;55055045;55060545;55078107	-;-;-;-;-;-;-	1402	32
ENSMUST00000108880.1	chr11;chr11;chr11;chr11;chr11;chr11	55050730;55052348;55052895;55054972;55060461;55078013	55051249;55052467;55052996;55055045;55060545;55078131	-;-;-;-;-;-	1020	2
ENSMUST00000000608.7	chr11;chr11;chr11;chr11	55098115;55103587;55108898;55109378	55098244;55103748;55109080;55113029	+;+;+;+	4127	1016
ENSMUST00000119447.1	chr11	55118101	55118795	-	695	131
ENSMUST00000121611.1	chr11	55123695	55123937	+	243	0
ENSMUST00000020502.8	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	55124815;55125603;55129548;55131539;55135259;55137289;55142763;55146146;55148558;55151170;55151572	55125161;55125772;55129714;55131634;55135477;55137373;55142858;55146234;55148648;55151440;55151708	-;-;-;-;-;-;-;-;-;-;-	1768	0
ENSMUST00000128244.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	55124825;55125603;55129548;55131539;55135259;55137289;55142763;55146146;55146697;55148558;55151170;55151572	55125161;55125772;55129714;55131634;55135477;55137373;55142858;55146234;55146801;55148648;55151440;55151686	-;-;-;-;-;-;-;-;-;-;-;-	1841	0
ENSMUST00000155883.1	chr11;chr11	55137044;55139798	55137167;55140193	+;+	520	0
ENSMUST00000069816.5	chr11;chr11;chr11	55149491;55151170;55151550	55149953;55151440;55151708	-;-;-	893	0
ENSMUST00000039305.5	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	55158470;55162646;55164233;55168830;55169854;55174668;55179325;55180707;55181545;55184811	55159615;55162815;55164399;55168928;55170072;55174752;55179420;55180795;55181635;55185077	-;-;-;-;-;-;-;-;-;-	2429	0
ENSMUST00000125560.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11	55168004;55169854;55174668;55179325;55180707;55181545;55184811	55168928;55170072;55174752;55179420;55180795;55181635;55185077	-;-;-;-;-;-;-	1772	0
ENSMUST00000157010.1	chr11;chr11;chr11	55191719;55195471;55197454	55193139;55195610;55197682	-;-;-	1790	0
ENSMUST00000142953.1	chr11;chr11;chr11	55193094;55195471;55197717	55193139;55195573;55197864	-;-;-	297	0
ENSMUST00000108872.8	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	55204350;55213930;55219008;55219580;55220376;55221997;55223599;55224955;55225966;55228187;55232367	55204488;55214074;55219098;55219668;55220471;55222081;55223817;55225053;55226132;55228356;55236330	+;+;+;+;+;+;+;+;+;+;+	5264	595
ENSMUST00000152336.1	chr11;chr11	55204362;55213930	55204488;55214262	+;+	460	0
ENSMUST00000147506.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11	55204374;55212865;55213930;55219008;55219580;55220376;55221997	55204488;55212903;55214074;55219098;55219668;55220471;55222074	+;+;+;+;+;+;+	653	0
ENSMUST00000020499.13	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	55204376;55213930;55219008;55219580;55220376;55221997;55223599;55224955;55225966;55228187;55232367;55233502	55204488;55214074;55219098;55219668;55220471;55222081;55223817;55225053;55226132;55228356;55232706;55233837	+;+;+;+;+;+;+;+;+;+;+;+	1950	0
ENSMUST00000108867.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	55213795;55219008;55219580;55220376;55221997;55223599;55224955;55225966;55228187;55232367	55214074;55219098;55219668;55220471;55222081;55223817;55225053;55226132;55228356;55232681	+;+;+;+;+;+;+;+;+;+	1611	0
ENSMUST00000068853.12	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	55250609;55253524;55256104;55256504;55260446;55262062;55265862;55267577;55268175;55269254;55270086;55272995;55275984;55278887;55281038;55285879;55287655;55289218;55291874;55296074;55298558;55303638;55308988;55336461	55252498;55253981;55256257;55256945;55260591;55262872;55266059;55267720;55268312;55269468;55270469;55273228;55276137;55279083;55285096;55286089;55287936;55289357;55292084;55296385;55298616;55303952;55312257;55336564	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	14528	0
ENSMUST00000108864.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	55250610;55253524;55256104;55256504;55260446;55262062;55265862;55267577;55268175;55269254;55270086;55272995;55275984;55278887;55281038;55285879;55287655;55289218;55291874;55296074;55298558;55303638;55308988	55252498;55253981;55256257;55256945;55260591;55262872;55266059;55267720;55268312;55269468;55270469;55273228;55276137;55279083;55285096;55286089;55287936;55289357;55292084;55296385;55298616;55303952;55312257	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	14423	0
ENSMUST00000108858.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	55394500;55395801;55398548;55399192;55401951;55405180;55406510;55407220;55409928;55419788	55395613;55395949;55398696;55399325;55402071;55405301;55406597;55407276;55409997;55419898	-;-;-;-;-;-;-;-;-;-	2115	0
ENSMUST00000018737.12	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	55394500;55395801;55398548;55399192;55401951;55405180;55406510;55407220;55409928;55419788	55395613;55395949;55398696;55399325;55402071;55405301;55406597;55407279;55409997;55420080	-;-;-;-;-;-;-;-;-;-	2300	0
ENSMUST00000123775.7	chr11;chr11;chr11;chr11	55395386;55395801;55398548;55399192	55395613;55395949;55398696;55399574	-;-;-;-	909	0
ENSMUST00000213866.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	55395421;55395801;55398548;55399192;55401951;55405180;55406510;55407220;55409928;55419788;55420079	55395613;55395949;55398696;55399325;55402071;55405301;55406597;55407279;55409997;55419855;55420290	-;-;-;-;-;-;-;-;-;-;-	1366	0
ENSMUST00000216313.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	55395421;55395801;55398548;55399192;55401951;55405180;55406510;55407220;55409928;55419788;55420079;55420298	55395613;55395949;55398696;55399325;55402071;55405301;55406597;55407279;55409997;55419855;55420200;55420325	-;-;-;-;-;-;-;-;-;-;-;-	1304	0
ENSMUST00000214685.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	55395421;55395801;55398548;55399192;55401951;55405180;55406510;55407220;55409928;55423001	55395613;55395949;55398696;55399325;55402071;55405301;55406597;55407279;55409997;55423183	-;-;-;-;-;-;-;-;-;-	1269	0
ENSMUST00000130642.1	chr11;chr11;chr11;chr11;chr11	55395520;55395801;55398548;55399192;55401951	55395613;55395949;55398696;55399325;55402165	-;-;-;-;-	741	0
ENSMUST00000141530.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11	55399252;55401951;55405180;55406510;55407220;55409928;55419788	55399325;55402071;55405301;55406597;55407273;55409997;55419898	-;-;-;-;-;-;-	640	0
ENSMUST00000125787.1	chr11;chr11	55409204;55419788	55409997;55419900	-;-	907	0
ENSMUST00000108857.1	chr11;chr11;chr11;chr11	55446641;55450457;55454881;55461088	55446784;55450625;55454956;55461239	-;-;-;-	541	309
ENSMUST00000138412.1	chr11;chr11;chr11	55446644;55454881;55461088	55446784;55454956;55461197	-;-;-	327	0
ENSMUST00000118596.1	chr11	55463840	55464009	-	170	0
ENSMUST00000018727.3	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	55469685;55485626;55487479;55489019;55491964;55493448;55495253;55496144;55497651;55497913;55498558;55499459	55469801;55485738;55487560;55489192;55492054;55493541;55495451;55496245;55497762;55498041;55498667;55504838	+;+;+;+;+;+;+;+;+;+;+;+	6703	10205
ENSMUST00000151790.1	chr11;chr11;chr11	55469718;55485626;55487118	55469801;55485738;55487512	+;+;+	592	35
ENSMUST00000083127.1	chr11	55482694	55482833	+	140	0
ENSMUST00000127764.1	chr11	55482706	55482829	+	124	0
ENSMUST00000185156.1	chr11	55501226	55501281	+	56	0
ENSMUST00000108853.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	55514238;55520922;55527255;55532284;55533824;55536281;55566209;55607678	55515103;55521068;55527469;55532421;55533906;55536504;55566276;55607733	-;-;-;-;-;-;-;-	1797	0
ENSMUST00000075603.4	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	55514238;55520922;55527255;55532284;55533824;55536281;55566209;55574282;55607678	55515127;55521068;55527469;55532421;55533906;55536504;55566276;55574409;55607821	-;-;-;-;-;-;-;-;-	2037	0
ENSMUST00000102716.9	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	55514238;55520922;55527255;55532284;55533824;55536281;55566209;55574282;55607678	55515103;55521068;55527469;55532421;55533906;55536504;55566276;55574409;55608198	-;-;-;-;-;-;-;-;-	2390	0
ENSMUST00000152968.1	chr11;chr11	55514846;55527607	55514986;55527715	+;+	250	0
ENSMUST00000120158.1	chr11	55554940	55555409	+	470	0
ENSMUST00000134285.1	chr11;chr11;chr11;chr11;chr11	55772088;56015917;56066057;56068897;56070837	55772211;56016053;56066199;56068980;56070848	+;+;+;+;+	500	4
ENSMUST00000037682.2	chr11;chr11;chr11;chr11	56024987;56029505;56032940;56040182	56027248;56029630;56033024;56041010	-;-;-;-	3302	0
ENSMUST00000120178.1	chr11	56262855	56263083	-	229	0
ENSMUST00000083701.1	chr11	56263165	56263240	-	76	0
ENSMUST00000118330.1	chr11	56459349	56460074	+	726	0
ENSMUST00000157603.1	chr11	56482949	56483044	+	96	0
ENSMUST00000125292.1	chr11;chr11;chr11	57011387;57012074;57015154	57011493;57012115;57015291	+;+;+	287	0
ENSMUST00000036315.15	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	57011810;57015154;57185793;57189653;57201126;57217772;57221018;57228921;57236894;57237947;57242749;57283510;57289248;57310608;57317666;57327443	57012115;57015291;57186032;57189837;57201179;57217933;57221185;57229025;57237004;57238153;57243119;57283708;57289495;57310722;57317800;57330244	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5546	0
ENSMUST00000094179.10	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	57011956;57015154;57185793;57189653;57201126;57217772;57221018;57228921;57236894;57237947;57242749;57283510;57289248;57309769;57317666;57327443	57012115;57015291;57186032;57189837;57201179;57217933;57221185;57229025;57237004;57238153;57243119;57283708;57289495;57309883;57317800;57330243	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5399	0
ENSMUST00000151045.2	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	57013046;57015154;57185793;57189653;57201126;57217772;57221018;57228921;57236894;57237947;57242749;57283510;57289248;57310608;57317666;57327443	57013170;57015291;57186032;57189837;57201179;57217933;57221185;57229025;57237004;57238153;57243119;57283708;57289495;57310722;57317800;57330240	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5361	0
ENSMUST00000173531.1	chr11;chr11;chr11;chr11	57176518;57183589;57185793;57189653	57176603;57183652;57186032;57189793	+;+;+;+	531	0
ENSMUST00000118824.1	chr11	57449107	57449844	+	738	12
ENSMUST00000020831.12	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	57482993;57487567;57490110;57491920;57493004;57499726;57505234;57506837;57507493;57509378;57513242;57513636;57514095;57518573	57484140;57487620;57490182;57492059;57493126;57499805;57505357;57506995;57507627;57509466;57513334;57513735;57514288;57518617	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2557	971
ENSMUST00000108850.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	57483792;57487567;57490110;57491920;57493004;57499726;57505234;57506837;57507493;57509378;57513242;57513636;57514074;57518573	57484140;57487620;57490182;57492059;57493126;57499805;57505357;57506995;57507627;57509466;57513334;57513735;57514288;57518603	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1765	0
ENSMUST00000129596.1	chr11;chr11	57505290;57506837	57505357;57507428	-;-	660	20
ENSMUST00000130596.1	chr11;chr11;chr11;chr11;chr11;chr11	57507375;57509378;57513242;57513636;57514095;57518573	57507627;57509466;57513334;57513735;57514288;57518602	-;-;-;-;-;-	759	0
ENSMUST00000108849.7	chr11;chr11;chr11	57518664;57527859;57529469	57518712;57528289;57533815	+;+;+	4827	0
ENSMUST00000128971.1	chr11;chr11	57518686;57527859	57518712;57529089	+;+	1258	10
ENSMUST00000020830.13	chr11;chr11;chr11	57518687;57527859;57529469	57518748;57528289;57533814	+;+;+	4839	0
ENSMUST00000108848.1	chr11;chr11;chr11	57522964;57527859;57529469	57523101;57528289;57529526	+;+;+	627	1
ENSMUST00000128521.1	chr11;chr11	57572512;57574258	57572994;57574595	+;+	821	2
ENSMUST00000142486.1	chr11;chr11;chr11;chr11	57623698;57627108;57648722;57649320	57624153;57627288;57649095;57649494	-;-;-;-	1186	7
ENSMUST00000066987.13	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	57645442;57721295;57725523;57736978;57765560;57769492;57771468;57777631;57781050;57782206;57783690;57784570	57645717;57721397;57725661;57737144;57765745;57769675;57771585;57777738;57781271;57782322;57783839;57787514	+;+;+;+;+;+;+;+;+;+;+;+	4715	3672
ENSMUST00000108846.1	chr11;chr11;chr11	57645465;57721295;57725523	57645717;57721397;57726911	+;+;+	1745	90
ENSMUST00000143009.1	chr11;chr11	57655415;57657199	57656334;57657826	-;-	1548	12
ENSMUST00000103967.1	chr11	57741300	57741402	+	103	0
ENSMUST00000083872.1	chr11	57764427	57764545	+	119	2
ENSMUST00000152790.7	chr11;chr11;chr11;chr11	57795499;57796026;57796312;57801234	57795794;57796173;57796397;57801417	-;-;-;-	714	0
ENSMUST00000132378.1	chr11;chr11;chr11	57795519;57796312;57801234	57795794;57796397;57801414	-;-;-	543	0
ENSMUST00000140069.1	chr11;chr11;chr11	57795606;57796026;57801234	57795794;57796173;57801398	-;-;-	502	0
ENSMUST00000020826.5	chr11;chr11;chr11;chr11	57801637;57806044;57808024;57809942	57802289;57806166;57808122;57810217	+;+;+;+	1151	992
ENSMUST00000160392.8	chr11;chr11;chr11	57828705;57831244;57832728	57829706;57831956;57832818	-;-;-	1806	0
ENSMUST00000036917.2	chr11;chr11	57828707;57831244	57829706;57832147	-;-	1904	0
ENSMUST00000108845.2	chr11;chr11	57831694;57832728	57831956;57832818	-;-	354	0
ENSMUST00000119500.1	chr11	57880896	57881186	+	291	0
ENSMUST00000117266.1	chr11	57948729	57949085	-	357	0
ENSMUST00000158655.1	chr11	57969342	57969612	+	271	0
ENSMUST00000132323.1	chr11;chr11	57970244;57972880	57970707;57973134	-;-	719	0
ENSMUST00000071487.12	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	58009064;58040391;58040690;58041478;58042234;58042436;58042744;58043906;58047695;58047977;58049697;58050783;58051002;58051625;58052580;58055467;58057054;58057261;58058559	58009547;58040452;58040755;58041656;58042358;58042642;58042906;58044050;58047869;58048146;58050089;58050906;58051207;58051731;58052731;58055611;58057163;58057388;58062031	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6614	0
ENSMUST00000178636.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	58009064;58040391;58040690;58041478;58042230;58042436;58042744;58043906;58047695;58047977;58049697;58050783;58051002;58051625;58052580;58055467;58057054;58057261;58058559	58009547;58040452;58040755;58041652;58042358;58042642;58042906;58044050;58047869;58048146;58050089;58050906;58051207;58051731;58052731;58055611;58057163;58057388;58062034	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6617	0
ENSMUST00000140500.1	chr11;chr11;chr11	58041613;58042230;58042436	58041652;58042358;58043013	+;+;+	747	4
ENSMUST00000218429.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	58063552;58065596;58066046;58066556;58070349;58072466;58072843;58080925;58093000	58063976;58065762;58066151;58066761;58070470;58072594;58072991;58080947;58093134	-;-;-;-;-;-;-;-;-	1462	0
ENSMUST00000219877.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	58063781;58065596;58066046;58066556;58070349;58072466;58072843;58080925;58093000	58063976;58065762;58066151;58066761;58070470;58072569;58072943;58080947;58093134	-;-;-;-;-;-;-;-;-	1160	0
ENSMUST00000137124.2	chr11;chr11;chr11;chr11;chr11;chr11;chr11	58063823;58065596;58066046;58066556;58070349;58072466;58072843	58063976;58065762;58066151;58066761;58070470;58072569;58072916	-;-;-;-;-;-;-	933	0
ENSMUST00000117585.1	chr11	58097104	58097773	-	670	0
ENSMUST00000020822.11	chr11;chr11;chr11;chr11;chr11;chr11;chr11	58104153;58109556;58111260;58113052;58113950;58115265;58117439	58104208;58109766;58111453;58113213;58114094;58115375;58118594	+;+;+;+;+;+;+	2035	2
ENSMUST00000108843.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11	58104229;58109556;58111260;58113052;58113950;58115265;58117439	58104348;58109766;58111453;58113213;58114094;58115375;58118594	+;+;+;+;+;+;+	2099	0
ENSMUST00000134896.1	chr11;chr11;chr11	58104366;58109556;58111260	58104794;58109766;58111369	+;+;+	750	15
ENSMUST00000133923.1	chr11;chr11;chr11	58114027;58115265;58117207	58114094;58115375;58117258	+;+;+	231	6
ENSMUST00000172035.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	58120002;58122282;58124932;58126432;58128645;58130018;58130643;58134764;58136858;58137668;58139019;58139495;58141588;58145349;58146393;58147827;58148415;58150546;58151532;58155102;58155632;58156667;58160706;58163794;58164257;58165893;58167709;58168288	58121784;58122378;58125418;58126594;58128899;58130228;58130762;58134911;58136995;58137766;58139141;58139608;58141809;58145520;58146532;58148008;58148488;58150682;58151614;58155187;58155844;58156832;58160838;58163913;58164408;58166074;58167869;58168539	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6213	272
ENSMUST00000035604.12	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	58121290;58122282;58124932;58126432;58128645;58130018;58130643;58134764;58136858;58137668;58139019;58139495;58141588;58145349;58146393;58147827;58148415;58150546;58151532;58155102;58155632;58156667;58160706;58163794;58164257;58165893;58167709;58168288	58121784;58122375;58125418;58126594;58128899;58130228;58130762;58134911;58136995;58137766;58139141;58139608;58141809;58145520;58146532;58148008;58148488;58150682;58151614;58155187;58155844;58156832;58160838;58163913;58164408;58166074;58167869;58168539	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4922	0
ENSMUST00000102711.8	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	58121290;58122282;58124932;58126432;58128645;58130018;58130643;58134764;58136858;58137668;58139019;58139495;58141588;58145349;58146393;58147827;58148415;58150546;58151532;58155102;58155632;58156667;58160706;58163794;58164257;58165893;58167709;58168288	58121784;58122375;58125418;58126594;58128899;58130228;58130762;58134911;58136995;58137763;58139141;58139608;58141809;58145520;58146532;58148008;58148488;58150682;58151614;58155187;58155844;58156832;58160838;58163913;58164408;58166074;58167869;58168539	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4919	0
ENSMUST00000129126.1	chr11;chr11	58126068;58128361	58126418;58128512	+;+	503	1
ENSMUST00000134733.1	chr11;chr11;chr11	58136923;58137668;58139019	58136995;58137766;58139473	-;-;-	627	1
ENSMUST00000134953.1	chr11;chr11;chr11;chr11	58155029;58155632;58156667;58160706	58155187;58155844;58156832;58160768	-;-;-;-	601	0
ENSMUST00000020820.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11	58171661;58171794;58173033;58175277;58176132;58177217;58179278	58171713;58171842;58173150;58175342;58176209;58177286;58179565	+;+;+;+;+;+;+	722	241
ENSMUST00000133038.7	chr11;chr11;chr11;chr11;chr11	58171676;58171794;58173033;58175277;58176132	58171713;58172021;58173150;58175342;58176206	+;+;+;+;+	525	3
ENSMUST00000140997.1	chr11;chr11;chr11;chr11;chr11	58171689;58173033;58175277;58176132;58177217	58171842;58173150;58175342;58176209;58177284	+;+;+;+;+	484	0
ENSMUST00000119467.1	chr11	58187739	58189012	+	1274	151
ENSMUST00000035266.10	chr11;chr11;chr11	58199556;58201468;58206044	58199779;58201717;58207591	+;+;+	2022	13
ENSMUST00000094169.10	chr11;chr11;chr11;chr11	58199586;58201468;58206044;58206319	58199779;58201717;58206119;58207565	+;+;+;+	1767	0
ENSMUST00000168280.1	chr11;chr11;chr11;chr11	58199588;58201468;58206044;58206319	58199779;58201717;58206176;58207575	+;+;+;+	1832	0
ENSMUST00000058704.8	chr11;chr11	58199618;58219464	58199779;58222771	+;+	3470	0
ENSMUST00000209079.1	chr11;chr11;chr11	58215008;58216956;58219464	58215170;58217001;58222782	+;+;+	3528	0
ENSMUST00000108836.1	chr11;chr11	58215028;58219464	58215170;58222779	+;+	3459	0
ENSMUST00000238359.1	chr11	58230480	58231450	-	971	8
ENSMUST00000108834.2	chr11;chr11;chr11;chr11;chr11;chr11;chr11	58274799;58286495;58287374;58288213;58289698;58291443;58293237	58275087;58286724;58287486;58288414;58289766;58291579;58294289	+;+;+;+;+;+;+	2093	0
ENSMUST00000208022.1	chr11;chr11;chr11;chr11;chr11;chr11;chr11	58275060;58286495;58287374;58288213;58289698;58291443;58293237	58275087;58286724;58287486;58288414;58289766;58291548;58293406	+;+;+;+;+;+;+	918	0
ENSMUST00000153510.8	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	58307069;58307574;58307973;58308795;58309392;58309528;58309954;58310256;58310418;58311456;58313966;58314177	58307256;58307761;58308004;58309058;58309440;58309665;58310172;58310333;58310496;58311570;58314065;58314613	+;+;+;+;+;+;+;+;+;+;+;+	1887	2
ENSMUST00000049353.8	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	58307172;58307512;58307973;58308795;58309392;58309528;58309954;58310256;58310418;58311456;58313966;58314177	58307256;58307761;58308004;58309058;58309440;58309665;58310172;58310333;58310496;58311570;58314065;58314627	+;+;+;+;+;+;+;+;+;+;+;+	1860	1
ENSMUST00000064786.11	chr11;chr11;chr11	58315114;58319324;58323270	58317534;58319590;58323346	-;-;-	2765	0
ENSMUST00000057836.11	chr11;chr11;chr11;chr11	58315124;58319324;58322600;58323270	58317534;58319590;58322729;58323323	-;-;-;-	2862	0
ENSMUST00000108829.7	chr11;chr11;chr11;chr11;chr11	58315216;58319324;58319867;58322569;58322855	58317534;58319590;58319954;58322729;58323113	-;-;-;-;-	3094	3
ENSMUST00000186859.1	chr11;chr11;chr11	58317225;58319324;58330212	58317534;58319590;58330331	-;-;-	697	0
ENSMUST00000155662.1	chr11;chr11	58317327;58319324	58317534;58319954	-;-	839	0
ENSMUST00000135097.7	chr11;chr11;chr11	58319704;58322600;58323270	58319954;58322729;58323314	-;-;-	426	0
ENSMUST00000130217.1	chr11;chr11;chr11	58319738;58322569;58323270	58319954;58322729;58323314	-;-;-	423	0
ENSMUST00000145068.1	chr11;chr11	58322988;58323720	58323153;58324439	+;+	886	0
ENSMUST00000185661.1	chr11	58327215	58330339	-	3125	6
ENSMUST00000065533.2	chr11	58327721	58330339	-	2619	0
