#1.2									
2998	8								
NAME	description	CD24Mid-1	CD24Neg-2	CD24Mid-3	CD24Neg-4	CD24Mid-5	CD24Neg-6	CD24Mid-7	CD24Neg-8
ENSMUSG00000020270	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020271	NA	2129	954	2433	1179	2725	1884	2874	974
ENSMUSG00000020272	NA	126	391	75	445	71	990	154	516
ENSMUSG00000020273	NA	409	216	485	254	690	390	694	282
ENSMUSG00000020275	NA	187	102	234	138	390	231	430	163
ENSMUSG00000020279	NA	6	0	0	0	10	0	23	2
ENSMUSG00000020280	NA	738	240	824	284	1301	448	1271	309
ENSMUSG00000020282	NA	1046	386	894	275	1099	372	975	327
ENSMUSG00000020283	NA	1332	654	1306	663	1666	1238	1513	711
ENSMUSG00000020286	NA	2	0	0	4	2	0	4	0
ENSMUSG00000020287	NA	216	62	178	61	173	76	215	86
ENSMUSG00000020288	NA	298	180	412	253	531	460	479	252
ENSMUSG00000020289	NA	572	261	605	255	632	335	668	242
ENSMUSG00000020290	NA	5137	803	5956	1308	9302	2152	8979	1567
ENSMUSG00000020295	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020297	NA	14	5	0	0	4	0	12	4
ENSMUSG00000020299	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020300	NA	645	673	471	988	964	2055	1068	1075
ENSMUSG00000020303	NA	6	1	6	2	4	2	2	0
ENSMUSG00000020305	NA	294	127	334	110	337	184	353	107
ENSMUSG00000020309	NA	262	128	260	184	325	316	333	201
ENSMUSG00000020311	NA	1267	405	1267	565	1329	829	1338	465
ENSMUSG00000020315	NA	13473	5000	10910	6257	18844	11526	21075	6665
ENSMUSG00000020319	NA	55	37	47	66	61	249	58	79
ENSMUSG00000020321	NA	14742	15493	13281	18059	12965	35858	13781	15875
ENSMUSG00000020326	NA	2489	797	3037	1159	4889	2300	4098	1171
ENSMUSG00000020328	NA	1627	258	1901	267	2132	431	2278	352
ENSMUSG00000020330	NA	1543	30	2021	133	3551	222	3510	268
ENSMUSG00000020332	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020333	NA	62	75	47	109	111	126	79	52
ENSMUSG00000020334	NA	220	748	151	909	171	1912	173	1094
ENSMUSG00000020335	NA	10	0	9	2	12	2	7	2
ENSMUSG00000020340	NA	136	128	95	9	90	31	217	134
ENSMUSG00000020346	NA	3151	1721	2717	2005	2912	2898	3078	1805
ENSMUSG00000020349	NA	6228	2264	6909	2496	7022	4081	7323	2484
ENSMUSG00000020354	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020357	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020358	NA	12628	2339	13866	2494	13991	3362	15288	2163
ENSMUSG00000020359	NA	958	454	888	373	979	582	961	456
ENSMUSG00000020361	NA	8973	2664	10380	3327	13329	5998	13318	3578
ENSMUSG00000020362	NA	3942	818	5001	1296	6851	1930	7752	1489
ENSMUSG00000020363	NA	0	0	4	2	0	0	4	2
ENSMUSG00000020364	NA	93	55	138	62	132	204	112	82
ENSMUSG00000020366	NA	2356	850	2619	1010	3133	1535	3134	989
ENSMUSG00000020368	NA	23306	8627	21694	8855	30902	17608	33471	11631
ENSMUSG00000020372	NA	59400	11931	65657	9827	55094	11760	50864	9462
ENSMUSG00000020374	NA	0	0	2	4	0	2	0	2
ENSMUSG00000020375	NA	1029	573	1125	497	1149	958	1122	637
ENSMUSG00000020376	NA	609	205	660	270	663	357	640	217
ENSMUSG00000020377	NA	20	59	24	135	18	98	12	101
ENSMUSG00000020380	NA	1474	237	1713	325	2757	693	3080	500
ENSMUSG00000020381	NA	105	2	122	15	104	22	96	14
ENSMUSG00000020383	NA	2	0	0	0	0	0	0	0
ENSMUSG00000020385	NA	1940	854	1866	1060	2451	1763	2295	1251
ENSMUSG00000020386	NA	2823	2375	2508	3191	2520	5078	3039	2696
ENSMUSG00000020387	NA	1308	149	1431	135	1625	118	1605	137
ENSMUSG00000020388	NA	2	0	4	0	0	0	2	0
ENSMUSG00000020389	NA	63	34	64	33	72	60	90	41
ENSMUSG00000020390	NA	2665	1386	2833	1334	3158	2258	3194	1576
ENSMUSG00000020392	NA	2241	414	2613	386	2363	483	2461	334
ENSMUSG00000020393	NA	1209	393	1193	385	1359	521	1311	355
ENSMUSG00000020395	NA	22	101	6	14	12	44	38	111
ENSMUSG00000020396	NA	4	6	13	3	4	2	6	5
ENSMUSG00000020397	NA	421	195	481	206	524	326	586	244
ENSMUSG00000020399	NA	27	4	0	0	8	3	28	3
ENSMUSG00000020400	NA	2243	2017	1980	2269	1884	3537	2380	2624
ENSMUSG00000020401	NA	0	2	0	0	0	0	0	0
ENSMUSG00000020402	NA	17507	6764	19006	6972	17096	10253	18243	6165
ENSMUSG00000020405	NA	2616	18637	1155	14413	527	8599	1619	29071
ENSMUSG00000020407	NA	881	2800	550	2007	605	5163	802	3678
ENSMUSG00000020409	NA	1307	720	1384	800	1663	1563	1770	947
ENSMUSG00000020411	NA	2	0	0	0	0	0	0	0
ENSMUSG00000020412	NA	3678	1680	4039	1749	3865	2317	4125	2006
ENSMUSG00000020413	NA	411	57	498	59	713	145	722	83
ENSMUSG00000020415	NA	660	259	622	219	492	392	727	264
ENSMUSG00000020419	NA	7	0	0	0	0	0	4	2
ENSMUSG00000020422	NA	4640	1173	6108	1435	7442	2201	7045	1365
ENSMUSG00000020424	NA	13	2	12	14	22	15	12	20
ENSMUSG00000020427	NA	12	2	9	2	34	0	22	4
ENSMUSG00000020428	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020429	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020430	NA	3479	624	3815	568	3447	812	3628	699
ENSMUSG00000020431	NA	30	0	34	7	98	4	85	2
ENSMUSG00000020432	NA	6525	8576	4639	9591	4689	17986	4623	8310
ENSMUSG00000020434	NA	24	4	43	4	42	1	37	2
ENSMUSG00000020435	NA	1	0	7	0	2	0	4	0
ENSMUSG00000020436	NA	2	0	0	0	0	0	0	2
ENSMUSG00000020437	NA	96	110	30	18	75	24	111	89
ENSMUSG00000020439	NA	1005	139	1211	175	1214	213	1068	160
ENSMUSG00000020441	NA	495	251	475	198	462	380	493	331
ENSMUSG00000020444	NA	1729	1017	1743	1274	1791	1676	1626	1197
ENSMUSG00000020447	NA	9081	18049	5154	27832	6877	46814	7781	23090
ENSMUSG00000020448	NA	1230	694	1068	748	1186	1427	1259	695
ENSMUSG00000020451	NA	8576	1637	10473	1489	8904	1817	8375	1414
ENSMUSG00000020453	NA	754	104	923	78	1027	136	873	74
ENSMUSG00000020454	NA	2695	929	2816	1012	3037	1510	3162	1101
ENSMUSG00000020455	NA	1211	747	1119	645	1201	1177	1224	876
ENSMUSG00000020456	NA	18022	20934	15678	23661	16759	41938	17841	20756
ENSMUSG00000020457	NA	2440	664	2989	656	2564	965	2634	565
ENSMUSG00000020458	NA	1992	487	2385	603	2385	1015	2477	590
ENSMUSG00000020459	NA	1649	608	1782	663	2397	1308	2391	992
ENSMUSG00000020460	NA	23873	4583	26477	3904	21714	4874	20820	4101
ENSMUSG00000020461	NA	2	0	4	3	10	2	8	2
ENSMUSG00000020462	NA	251	45	310	53	368	70	340	46
ENSMUSG00000020463	NA	2215	815	2685	1232	4622	2396	4770	1337
ENSMUSG00000020464	NA	2229	369	2145	459	3105	857	3336	613
ENSMUSG00000020467	NA	2	0	0	0	0	0	0	2
ENSMUSG00000020469	NA	276	110	347	68	243	74	351	151
ENSMUSG00000020471	NA	4252	409	4928	419	4257	433	4107	456
ENSMUSG00000020472	NA	1814	138	2270	188	1832	180	1861	145
ENSMUSG00000020473	NA	14	2	12	0	13	0	10	4
ENSMUSG00000020474	NA	1434	675	1305	622	1150	954	1261	786
ENSMUSG00000020475	NA	94	62	64	46	85	56	83	33
ENSMUSG00000020476	NA	5522	2845	4652	2624	4978	4318	5763	3070
ENSMUSG00000020477	NA	1969	693	1968	718	1622	879	1754	632
ENSMUSG00000020481	NA	0	0	2	0	0	0	0	0
ENSMUSG00000020482	NA	1295	318	1465	360	1709	564	1498	330
ENSMUSG00000020483	NA	12924	3866	14927	4435	14982	6410	15151	4056
ENSMUSG00000020484	NA	7414	4226	5937	3651	6822	6114	7688	3629
ENSMUSG00000020485	NA	1187	632	1293	525	962	888	949	445
ENSMUSG00000020486	NA	10	24	7	4	7	4	10	28
ENSMUSG00000020490	NA	0	0	2	0	0	0	4	0
ENSMUSG00000020491	NA	203	90	221	106	267	222	258	70
ENSMUSG00000020492	NA	310	16	486	49	462	59	436	33
ENSMUSG00000020493	NA	1071	32	1416	64	1959	88	1930	105
ENSMUSG00000020495	NA	586	212	650	231	754	373	707	253
ENSMUSG00000020496	NA	4080	1537	4455	1646	3825	2355	4080	1350
ENSMUSG00000020513	NA	287	110	317	100	349	187	374	109
ENSMUSG00000020514	NA	884	320	903	184	773	349	822	288
ENSMUSG00000020515	NA	1684	656	1716	798	1765	1293	1738	789
ENSMUSG00000020516	NA	1596	500	2046	678	2925	1055	3296	780
ENSMUSG00000020519	NA	992	1279	911	1243	938	2214	965	1319
ENSMUSG00000020520	NA	4244	1967	4488	2431	4274	3370	5220	2097
ENSMUSG00000020521	NA	1251	457	1249	797	1647	1228	1707	760
ENSMUSG00000020522	NA	1122	360	1043	465	1395	807	1656	427
ENSMUSG00000020523	NA	2763	1651	2676	1935	3000	3392	3105	2176
ENSMUSG00000020524	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020525	NA	639	99	773	154	744	161	720	113
ENSMUSG00000020526	NA	357	42	445	59	363	71	394	60
ENSMUSG00000020527	NA	1419	558	1099	429	1626	854	1579	564
ENSMUSG00000020528	NA	1054	245	1163	254	1183	399	1222	303
ENSMUSG00000020530	NA	3637	2471	3466	3159	4585	5658	4942	4348
ENSMUSG00000020532	NA	2308	516	2610	486	2847	585	3569	650
ENSMUSG00000020534	NA	5255	427	6461	456	6349	452	6146	429
ENSMUSG00000020536	NA	1939	451	2064	465	2071	779	1966	526
ENSMUSG00000020537	NA	2057	752	2206	799	2039	1103	2085	727
ENSMUSG00000020538	NA	4339	3586	3919	3799	4404	5673	5156	3435
ENSMUSG00000020541	NA	1915	926	1821	1152	2277	2140	2509	1245
ENSMUSG00000020542	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020544	NA	273	126	207	150	287	266	278	182
ENSMUSG00000020546	NA	90	16	103	34	170	71	158	49
ENSMUSG00000020548	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020549	NA	1918	391	1856	378	1966	487	1997	451
ENSMUSG00000020553	NA	1250	399	1318	337	1248	555	1231	281
ENSMUSG00000020599	NA	2	2	6	2	20	2	10	14
ENSMUSG00000020604	NA	302	343	273	617	202	1091	203	399
ENSMUSG00000020610	NA	1575	410	1814	402	1784	468	1836	378
ENSMUSG00000020611	NA	4678	2282	4473	2439	5601	4277	5652	2792
ENSMUSG00000020612	NA	4102	1584	5010	1740	4930	2583	4898	1635
ENSMUSG00000020614	NA	885	696	727	984	703	1173	653	755
ENSMUSG00000020617	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020620	NA	14	6	2	3	2	12	8	16
ENSMUSG00000020623	NA	567	91	718	126	709	153	784	92
ENSMUSG00000020624	NA	0	0	2	0	0	0	1	0
ENSMUSG00000020676	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020677	NA	1290	333	1640	439	1775	771	1938	505
ENSMUSG00000020679	NA	1432	595	1749	654	1376	848	1536	787
ENSMUSG00000020680	NA	5776	1912	6409	2442	8325	4863	8758	3500
ENSMUSG00000020681	NA	1464	24888	940	37468	1185	77372	1330	27081
ENSMUSG00000020682	NA	229	166	109	175	145	314	234	258
ENSMUSG00000020684	NA	2	2	2	2	4	6	2	2
ENSMUSG00000020686	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020687	NA	1383	269	1689	415	2835	911	2881	585
ENSMUSG00000020689	NA	14	16	10	6	8	0	19	16
ENSMUSG00000020690	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020691	NA	869	138	889	155	1160	196	1101	138
ENSMUSG00000020692	NA	962	47	904	45	871	60	972	83
ENSMUSG00000020694	NA	1240	440	1360	490	1679	973	1733	587
ENSMUSG00000020695	NA	0	0	0	0	0	0	2	0
ENSMUSG00000020696	NA	794	284	972	315	1008	486	1078	250
ENSMUSG00000020697	NA	1212	408	1382	377	1879	661	1719	395
ENSMUSG00000020698	NA	21	2	12	1	4	8	4	6
ENSMUSG00000020700	NA	965	337	1071	288	1084	510	1144	319
ENSMUSG00000020701	NA	0	0	0	0	0	2	0	0
ENSMUSG00000020702	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020703	NA	4	0	2	0	0	0	0	0
ENSMUSG00000020704	NA	2	0	0	0	8	0	7	0
ENSMUSG00000020705	NA	3331	1003	3450	1118	4178	1988	4554	1335
ENSMUSG00000020706	NA	3431	319	3520	398	4298	541	4090	523
ENSMUSG00000020707	NA	322	146	337	91	274	184	319	159
ENSMUSG00000020708	NA	4280	1829	4635	1628	3891	2623	4616	2000
ENSMUSG00000020709	NA	83	195	57	403	98	1018	73	410
ENSMUSG00000020712	NA	8	0	8	0	12	2	8	0
ENSMUSG00000020713	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020715	NA	2944	1181	2089	1101	3122	1712	3440	1241
ENSMUSG00000020716	NA	1361	422	1547	567	2259	925	2337	569
ENSMUSG00000020717	NA	50	24	43	7	29	26	84	43
ENSMUSG00000020718	NA	565	325	544	379	528	527	599	328
ENSMUSG00000020719	NA	26655	10149	27935	13319	38642	24453	39812	15162
ENSMUSG00000020720	NA	2401	755	2438	810	2508	1226	2719	897
ENSMUSG00000020721	NA	2239	818	2245	874	3121	1406	3446	1062
ENSMUSG00000020722	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020723	NA	3	0	18	0	7	2	8	2
ENSMUSG00000020728	NA	45	4	50	4	83	2	68	5
ENSMUSG00000020732	NA	53	104	21	77	26	44	35	103
ENSMUSG00000020733	NA	6348	13200	4445	15131	4501	25355	5050	13977
ENSMUSG00000020734	NA	2	0	4	0	5	0	8	0
ENSMUSG00000020736	NA	3874	1506	3765	1365	3163	2046	3220	1476
ENSMUSG00000020737	NA	9548	4095	10032	4164	8789	5976	9631	4220
ENSMUSG00000020738	NA	4849	845	6126	931	5374	1236	5593	854
ENSMUSG00000020739	NA	3256	154	3774	222	3398	280	3624	282
ENSMUSG00000020740	NA	1796	860	1670	598	1839	1218	1783	871
ENSMUSG00000020741	NA	28002	6023	26909	5956	29430	7655	31456	5823
ENSMUSG00000020743	NA	1857	1060	1798	1214	1706	1824	1788	1248
ENSMUSG00000020744	NA	737	235	810	254	786	378	817	241
ENSMUSG00000020745	NA	4679	2396	5176	3561	6929	6346	7006	3677
ENSMUSG00000020747	NA	6456	3146	5479	3028	6504	4570	6279	2851
ENSMUSG00000020752	NA	1907	1804	1646	1707	1837	2839	1845	2750
ENSMUSG00000020755	NA	1459	589	1581	549	1540	884	1475	636
ENSMUSG00000020758	NA	6067	4419	4391	4804	5736	8096	5793	5169
ENSMUSG00000020766	NA	1947	881	2112	809	1732	1037	1717	653
ENSMUSG00000020770	NA	1319	372	1285	314	1267	443	1420	379
ENSMUSG00000020773	NA	34	2	45	12	36	19	33	16
ENSMUSG00000020774	NA	124	1186	82	1467	78	3679	121	2111
ENSMUSG00000020775	NA	3173	724	3464	686	3020	890	3119	666
ENSMUSG00000020776	NA	1017	172	1126	241	1023	243	883	197
ENSMUSG00000020777	NA	6193	11873	3995	15508	5250	26111	4874	11934
ENSMUSG00000020778	NA	1136	257	1261	248	1107	278	1019	236
ENSMUSG00000020780	NA	3553	1474	3353	1469	3817	2733	3600	1575
ENSMUSG00000020781	NA	1181	359	1137	312	1085	556	977	430
ENSMUSG00000020782	NA	5923	3757	5023	3743	5574	5749	5824	4318
ENSMUSG00000020783	NA	1539	493	1643	511	1793	795	2011	616
ENSMUSG00000020785	NA	31	10	23	4	10	6	36	10
ENSMUSG00000020787	NA	4	4	8	2	2	2	19	3
ENSMUSG00000020788	NA	4505	2406	4813	2525	4888	1601	5362	1739
ENSMUSG00000020790	NA	3589	1667	4175	1891	4938	3472	5698	2065
ENSMUSG00000020792	NA	1802	969	1818	803	1662	1491	1670	940
ENSMUSG00000020793	NA	13	11	18	6	22	10	21	6
ENSMUSG00000020794	NA	1900	684	2398	935	2623	1492	2593	816
ENSMUSG00000020798	NA	46	83	29	92	38	128	44	129
ENSMUSG00000020799	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020801	NA	197	61	203	52	174	158	224	94
ENSMUSG00000020802	NA	698	286	754	343	952	517	865	334
ENSMUSG00000020803	NA	3919	3896	3730	3975	3474	6560	3579	3968
ENSMUSG00000020804	NA	2	2	4	0	3	6	0	0
ENSMUSG00000020805	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020806	NA	1705	832	1255	813	1409	1211	1638	932
ENSMUSG00000020807	NA	6	4	2	7	4	6	28	4
ENSMUSG00000020808	NA	69	8	116	2	101	4	86	8
ENSMUSG00000020810	NA	0	0	0	1	0	0	2	0
ENSMUSG00000020811	NA	2	0	16	0	10	0	4	4
ENSMUSG00000020812	NA	518	47	454	71	514	81	447	92
ENSMUSG00000020814	NA	569	154	533	226	531	300	412	198
ENSMUSG00000020817	NA	976	485	1040	682	1565	1411	1299	786
ENSMUSG00000020818	NA	788	901	756	1021	827	1540	826	1064
ENSMUSG00000020821	NA	9749	5636	9515	5614	10341	9460	10191	5772
ENSMUSG00000020823	NA	2038	1245	2192	1215	2462	2360	2579	1346
ENSMUSG00000020826	NA	488	791	634	543	313	1339	1446	943
ENSMUSG00000020827	NA	4338	2530	3988	2247	4647	2880	4722	2427
ENSMUSG00000020828	NA	860	589	926	515	814	743	870	621
ENSMUSG00000020829	NA	476	2359	307	5148	314	7123	310	2026
ENSMUSG00000020830	NA	25	12	12	9	6	5	14	12
ENSMUSG00000020831	NA	36	6	40	16	37	12	32	13
ENSMUSG00000020832	NA	1182	415	1251	358	1140	453	1236	313
ENSMUSG00000020834	NA	397	21	386	30	326	51	369	34
ENSMUSG00000020836	NA	3	2	0	5	0	5	3	0
ENSMUSG00000020838	NA	2664	1765	1839	1448	1952	2626	1745	1507
ENSMUSG00000020839	NA	53	781	47	1046	29	1599	38	1434
ENSMUSG00000020840	NA	2334	701	2720	623	2551	1032	2759	710
ENSMUSG00000020841	NA	4347	1429	4573	1951	7108	2997	7536	1849
ENSMUSG00000020843	NA	1119	461	1148	378	1095	541	1112	421
ENSMUSG00000020844	NA	57	6	34	0	29	7	41	11
ENSMUSG00000020846	NA	2568	836	2325	580	2633	1015	2517	680
ENSMUSG00000020847	NA	1094	168	1379	173	1053	192	1340	219
ENSMUSG00000020848	NA	2	4	14	4	6	0	25	2
ENSMUSG00000020849	NA	21676	5832	24336	6098	24780	10065	25393	6461
ENSMUSG00000020850	NA	13386	3787	13289	4170	16795	6670	18808	4067
ENSMUSG00000020857	NA	97	39	69	32	79	49	94	21
ENSMUSG00000020859	NA	1459	918	1421	1585	2218	2681	2465	1449
ENSMUSG00000020863	NA	4253	913	4823	1528	6065	2279	6715	1760
ENSMUSG00000020864	NA	2486	1045	2560	1127	2701	1733	2853	1064
ENSMUSG00000020865	NA	5153	3549	3234	3764	3502	3454	4486	3158
ENSMUSG00000020866	NA	2	0	6	3	6	0	5	2
ENSMUSG00000020867	NA	2	0	0	0	1	0	0	0
ENSMUSG00000020868	NA	878	400	673	372	702	671	741	449
ENSMUSG00000020869	NA	12646	7356	12025	7468	12222	11773	14697	7191
ENSMUSG00000020870	NA	6	0	7	5	4	0	7	3
ENSMUSG00000020871	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020872	NA	4	1	2	0	6	0	2	2
ENSMUSG00000020873	NA	3552	3024	2957	3136	2697	4917	3547	3280
ENSMUSG00000020875	NA	153	71	128	45	52	8	117	46
ENSMUSG00000020876	NA	500	225	449	286	542	416	601	339
ENSMUSG00000020877	NA	1562	1136	1313	1142	1287	1886	1206	1177
ENSMUSG00000020878	NA	17	6	12	14	16	9	12	8
ENSMUSG00000020882	NA	22	6	37	8	52	11	27	8
ENSMUSG00000020883	NA	1383	619	1184	723	1220	1016	1519	775
ENSMUSG00000020884	NA	2	0	25	0	10	2	8	0
ENSMUSG00000020886	NA	20	6	41	0	46	10	46	8
ENSMUSG00000020888	NA	512	122	631	141	644	184	550	145
ENSMUSG00000020889	NA	1253	2750	628	1939	895	2937	537	1159
ENSMUSG00000020890	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020891	NA	4	0	0	0	0	0	0	0
ENSMUSG00000020892	NA	4	0	0	0	4	7	2	0
ENSMUSG00000020893	NA	1111	326	788	200	1326	398	968	220
ENSMUSG00000020894	NA	1524	691	1367	709	1525	1020	1550	617
ENSMUSG00000020895	NA	394	12	478	33	431	25	357	28
ENSMUSG00000020897	NA	2858	55	3645	116	3341	142	3467	191
ENSMUSG00000020898	NA	2391	266	2659	338	2697	398	2563	302
ENSMUSG00000020899	NA	2637	246	3086	290	3014	456	3417	232
ENSMUSG00000020900	NA	52	28	53	31	63	29	99	29
ENSMUSG00000020901	NA	50	22	56	23	49	6	64	20
ENSMUSG00000020902	NA	4	4	0	0	2	0	0	0
ENSMUSG00000020903	NA	634	474	680	439	593	675	514	450
ENSMUSG00000020904	NA	54	7	50	5	50	9	51	10
ENSMUSG00000020905	NA	2265	682	2558	712	2499	983	2666	866
ENSMUSG00000020907	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020908	NA	0	4	0	13	3	8	4	16
ENSMUSG00000020910	NA	312	451	328	615	327	825	352	529
ENSMUSG00000020911	NA	94267	42379	72991	27903	71397	31997	74696	36066
ENSMUSG00000020912	NA	8	31	0	68	1	81	0	95
ENSMUSG00000020913	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020914	NA	13593	252	19780	969	24178	1000	27392	1293
ENSMUSG00000020916	NA	6	0	4	0	2	0	4	0
ENSMUSG00000020917	NA	4242	1116	5698	1099	5922	1433	6551	1223
ENSMUSG00000020918	NA	2285	212	2350	267	2527	259	2480	246
ENSMUSG00000020919	NA	1243	448	1262	371	1358	594	1344	404
ENSMUSG00000020921	NA	452	196	464	169	459	256	505	205
ENSMUSG00000020922	NA	2120	768	2487	816	2339	1382	2324	808
ENSMUSG00000020923	NA	5991	1455	7077	1536	7250	2720	6813	1672
ENSMUSG00000020925	NA	989	181	1169	237	1354	319	1465	232
ENSMUSG00000020926	NA	114	48	59	15	93	21	153	43
ENSMUSG00000020928	NA	0	0	0	0	0	0	1	0
ENSMUSG00000020929	NA	4839	829	5778	893	5042	1152	5935	870
ENSMUSG00000020930	NA	2	0	2	2	5	0	6	0
ENSMUSG00000020932	NA	2	0	1	0	5	0	1	0
ENSMUSG00000020935	NA	1863	406	2140	460	1930	823	1674	346
ENSMUSG00000020936	NA	4684	1728	5141	1821	5339	3003	5541	1854
ENSMUSG00000020937	NA	14	19	20	8	23	17	32	8
ENSMUSG00000020940	NA	2	0	11	0	10	2	0	0
ENSMUSG00000020941	NA	565	319	537	293	573	377	582	326
ENSMUSG00000020945	NA	0	0	0	0	0	0	0	0
ENSMUSG00000020946	NA	2467	1679	2531	2241	2563	3997	2893	1911
ENSMUSG00000023170	NA	1735	806	1645	851	1585	1326	1669	1163
ENSMUSG00000023723	NA	1960	738	2206	822	1910	1230	1845	767
ENSMUSG00000023764	NA	1144	585	1320	691	1257	924	1307	762
ENSMUSG00000023781	NA	1	0	1	0	2	2	4	0
ENSMUSG00000024205	NA	194	42	225	37	189	38	179	38
ENSMUSG00000024414	NA	1393	764	1286	810	1133	1167	1195	800
ENSMUSG00000025127	NA	4	0	0	1	0	0	0	4
ENSMUSG00000025129	NA	2	0	0	2	2	0	5	0
ENSMUSG00000025130	NA	43290	49057	35096	58632	37831	92513	40845	47655
ENSMUSG00000025132	NA	13673	8455	13394	8827	11561	13086	13254	7690
ENSMUSG00000025134	NA	3946	594	4894	582	4375	819	4375	647
ENSMUSG00000025135	NA	1296	370	1567	373	1401	666	1322	347
ENSMUSG00000025137	NA	5238	14054	4524	15672	4371	22177	4853	22876
ENSMUSG00000025138	NA	2058	2007	1701	1896	1814	3350	1875	2621
ENSMUSG00000025140	NA	62	22	137	34	69	11	102	20
ENSMUSG00000025141	NA	5	0	0	0	0	0	2	0
ENSMUSG00000025142	NA	1918	1539	1965	1757	1596	2355	1707	1814
ENSMUSG00000025144	NA	1358	311	1509	299	1168	447	1210	248
ENSMUSG00000025145	NA	2185	976	1970	950	1908	1509	2074	1287
ENSMUSG00000025150	NA	0	0	2	0	0	2	3	0
ENSMUSG00000025153	NA	7957	1339	8701	1349	10629	1346	11415	1542
ENSMUSG00000025155	NA	2672	729	2686	703	2385	1205	2689	839
ENSMUSG00000025156	NA	3335	1182	3783	1149	3690	1972	3699	1431
ENSMUSG00000025158	NA	1302	1041	1319	1171	1197	1867	1244	1378
ENSMUSG00000025161	NA	116	492	90	776	123	1089	94	701
ENSMUSG00000025162	NA	5661	2324	6306	2531	6045	3745	6641	2592
ENSMUSG00000025163	NA	129	772	47	60	50	240	110	658
ENSMUSG00000025165	NA	87	330	94	570	78	874	84	453
ENSMUSG00000025169	NA	501	348	443	381	458	566	432	384
ENSMUSG00000025170	NA	4	0	2	0	3	0	9	0
ENSMUSG00000025173	NA	1848	576	2030	768	1963	1158	1977	685
ENSMUSG00000025175	NA	13	4	3	1	4	2	2	0
ENSMUSG00000025371	NA	2560	1382	2121	1455	2122	2069	2205	1386
ENSMUSG00000025372	NA	329	63	410	39	338	47	324	44
ENSMUSG00000025375	NA	4	0	10	0	7	0	12	0
ENSMUSG00000025377	NA	1303	1880	935	1675	1150	2927	1147	2426
ENSMUSG00000025380	NA	7	0	2	2	14	2	8	0
ENSMUSG00000025384	NA	1323	432	1565	458	1603	600	1440	395
ENSMUSG00000025386	NA	9	2	1	9	9	23	16	4
ENSMUSG00000025571	NA	1268	539	1465	653	1951	1020	1820	655
ENSMUSG00000025572	NA	2676	2119	1959	2075	2079	3109	2379	2589
ENSMUSG00000025573	NA	0	0	1	0	2	0	1	2
ENSMUSG00000025574	NA	4490	253	5317	321	4281	318	4564	319
ENSMUSG00000025575	NA	8274	3424	7643	3610	7646	5334	7467	3317
ENSMUSG00000025576	NA	6	0	8	0	8	0	13	0
ENSMUSG00000025577	NA	646	193	881	212	893	426	763	186
ENSMUSG00000025578	NA	579	278	481	233	611	407	612	326
ENSMUSG00000025579	NA	1721	483	1432	502	1735	589	1613	461
ENSMUSG00000025580	NA	4594	1053	5050	1097	4242	1520	4520	1022
ENSMUSG00000025582	NA	16	0	59	2	49	2	24	2
ENSMUSG00000025583	NA	2035	893	2233	1079	2556	1490	2752	1036
ENSMUSG00000025792	NA	5804	4285	5554	4575	4840	6301	5235	3952
ENSMUSG00000025793	NA	3108	1520	2761	1533	2927	2563	2990	1734
ENSMUSG00000032615	NA	768	393	658	272	669	489	621	336
ENSMUSG00000032633	NA	826	778	973	934	861	991	990	1112
ENSMUSG00000032673	NA	260	147	276	143	277	255	282	138
ENSMUSG00000032691	NA	12	2	2	0	6	0	20	0
ENSMUSG00000032740	NA	24	2	24	0	32	12	41	8
ENSMUSG00000032782	NA	1573	198	1766	187	1780	370	1874	277
ENSMUSG00000032807	NA	2	0	0	3	0	0	2	0
ENSMUSG00000032878	NA	0	0	0	0	0	0	0	0
ENSMUSG00000032889	NA	13	2	11	2	18	5	9	9
ENSMUSG00000032892	NA	3	0	6	0	10	0	2	2
ENSMUSG00000032921	NA	2	0	0	0	1	0	2	0
ENSMUSG00000032985	NA	0	2	8	2	14	0	18	0
ENSMUSG00000033015	NA	0	0	0	0	0	0	0	0
ENSMUSG00000033044	NA	0	0	0	0	0	0	0	0
