# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-a" "../mm10-chr11.gtf" "-o" "CD24Mid-7.counts2.txt" "CD24Mid-7.filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	CD24Mid-7.filtered.bam
ENSMUSG00000064802	11	12054148	12054303	-	156	0
ENSMUSG00000083527	11;11	12125090;12127727	12125730;12127998	-;-	913	0
ENSMUSG00000020173	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	12236608;12236676;12236676;12236678;12236678;12237111;12249650;12249650;12249650;12249650;12249650;12251023;12251023;12251023;12251023;12251023;12253089;12253089;12253089;12253089;12253089;12256145;12256145;12256145;12256145;12256145;12266856;12266856;12266856;12266856;12267007;12296363;12304867;12306958;12306958;12306958;12309614;12309614;12309614;12309614;12309614;12309614;12309614;12309614;12343744;12343744;12343744;12343744;12343744;12343744;12343744;12343744;12343744;12343847;12365105;12365105;12365105;12365105;12365105;12365105;12365105;12369594;12369594;12369594;12369594;12369594;12369594;12369594;12369594;12369594;12369594;12373329;12375810;12375810;12375810;12375810;12375810;12375810;12375810;12375810;12378149;12378149;12378149;12378149;12378149;12378149;12378149;12378149;12386563;12386563;12386563;12386563;12386563;12386563;12386563;12412031;12464682;12464682;12464682;12464682;12464682;12464682	12238059;12238059;12238059;12238059;12238059;12238059;12249913;12249913;12249913;12249913;12249913;12251142;12251142;12251142;12251142;12251142;12254971;12254971;12254971;12254971;12254971;12256242;12256242;12256242;12256242;12256242;12267144;12267144;12267144;12267144;12267144;12296567;12307128;12307128;12307128;12307128;12309752;12309752;12309752;12309752;12309752;12309752;12309752;12309752;12343917;12343917;12343917;12343917;12343917;12343917;12343917;12343917;12343917;12343917;12365179;12365179;12365179;12365179;12365179;12365179;12365179;12369691;12369691;12369640;12369692;12369691;12369691;12369691;12369691;12369691;12369691;12373373;12376038;12376038;12376038;12376038;12376038;12376038;12376038;12376038;12378278;12378359;12378359;12378359;12378359;12378359;12378359;12378359;12386766;12386766;12386766;12386766;12386766;12386766;12386766;12412144;12464752;12464800;12464960;12464957;12464859;12464804	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8142	2309
ENSMUSG00000086584	11;11;11;11;11;11;11;11;11;11;11;11;11	12314514;12314533;12320339;12320339;12320655;12321144;12321144;12322252;12322275;12335751;12335751;12346056;12350283	12314667;12314667;12320429;12320429;12320736;12321247;12321247;12322325;12322325;12335830;12337130;12346181;12351028	+;+;+;+;+;+;+;+;+;+;+;+;+	2757	2
ENSMUSG00000089034	11	12676933	12677073	+	141	0
ENSMUSG00000088509	11	12692813	12692942	+	130	0
ENSMUSG00000083859	11	12936834	12937938	-	1105	104
ENSMUSG00000084055	11	12997666	12998383	+	718	0
ENSMUSG00000085452	11;11;11;11	14072103;14076641;14147470;14178909	14073231;14076801;14147649;14179041	-;-;-;-	1603	0
ENSMUSG00000081631	11	14162079	14162457	+	379	2
ENSMUSG00000080734	11	14487613	14488015	+	403	0
ENSMUSG00000085561	11;11;11;11	14560355;14577922;14578212;14599148	14560599;14578029;14578323;14599225	-;-;-;-	543	0
ENSMUSG00000084135	11	14599276	14600314	+	1039	0
ENSMUSG00000083427	11	14722617	14723213	+	597	0
ENSMUSG00000082156	11	14780027	14780781	+	755	0
ENSMUSG00000084183	11	15049158	15050257	+	1100	5
ENSMUSG00000064746	11	15412300	15412406	+	107	0
ENSMUSG00000089359	11	15452422	15452551	+	130	0
ENSMUSG00000083292	11;11	15482306;15488442	15483290;15489473	+;+	2017	0
ENSMUSG00000104323	11	16037793	16038428	+	636	0
ENSMUSG00000082410	11	16236929	16237546	+	618	0
ENSMUSG00000048834	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	16257724;16257803;16258063;16259855;16259855;16259855;16260591;16261438;16261438;16261438;16261438;16262914;16262914;16262914;16262914;16263218;16281703;16281841;16281963;16281963;16368217;16409720;16426651	16258086;16258086;16258086;16260021;16260021;16260021;16260682;16261488;16261488;16261488;16261488;16263250;16263250;16263250;16263250;16263250;16284551;16284186;16282218;16282422;16368376;16409805;16427310	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4765	0
ENSMUSG00000083925	11	16439254	16440319	+	1066	0
ENSMUSG00000078974	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	16500530;16501387;16501638;16501638;16501643;16501651;16504736;16504736;16504736;16504736;16504736;16504736;16506092;16506373;16506373;16506373;16506373;16506373;16507980;16508079;16508100;16508104;16508104;16508104	16501807;16501807;16501807;16501807;16501807;16501807;16504838;16504838;16504838;16505044;16504838;16504838;16506472;16506472;16506472;16506472;16506472;16506472;16508069;16508484;16508166;16508132;16508484;16508484	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2464	2794
ENSMUSG00000084347	11	16514533	16515981	+	1449	25
ENSMUSG00000101316	11	16635109	16636066	-	958	72
ENSMUSG00000081332	11	16643009	16643921	-	913	4
ENSMUSG00000076337	11	16645438	16645538	-	101	0
ENSMUSG00000064831	11	16732605	16732711	-	107	0
ENSMUSG00000020122	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	16752203;16752211;16752230;16793640;16858896;16858896;16860068;16860068;16862946;16862946;16867231;16867231;16868108;16868108;16869219;16869219;16870976;16870976;16871583;16871583;16871802;16871802;16872846;16872846;16874960;16874960;16878127;16878127;16878150;16881464;16881464;16881464;16883456;16883456;16883456;16884254;16887141;16887141;16889913;16891178;16893008;16896894;16904305;16905185;16905348;16906736;16906736;16908877;16908877;16909732;16909732;16910208;16910208;16910794;16910794;16911494	16752570;16752570;16752570;16793744;16859047;16859047;16860251;16860251;16863080;16863080;16867299;16867299;16868226;16868226;16869360;16869360;16871092;16871092;16871709;16871709;16871875;16871875;16872936;16872936;16875159;16875159;16878259;16878259;16878259;16881554;16881554;16881554;16883613;16883613;16883613;16884357;16887185;16887923;16890054;16891300;16893106;16897079;16904460;16905423;16905423;16906882;16906882;16908974;16908974;16909899;16909899;16910255;16910255;16910809;16910896;16918158	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11326	2517
ENSMUSG00000085091	11;11	16815431;16830444	16819234;16830702	-;-	4063	6
ENSMUSG00000087060	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	16935154;16935159;16935322;16935586;16935629;16935702;16936455;16936455;16936455;16936455;16936455;16937373;16937373;16938585;16939187;16950882;16950882;16950882;16950882;16950882;16950882;16950882;16951003;16951020;16951020;16951020;16951020;16951020	16936564;16935841;16935926;16935926;16935841;16935926;16936564;16936564;16936564;16936564;16936564;16937484;16937484;16938625;16939647;16951093;16950930;16950930;16950930;16950930;16950930;16950930;16951100;16951282;16951082;16951042;16951099;16951118	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2426	1004
ENSMUSG00000044966	11;11;11;11;11;11;11;11	16951375;16951410;16952256;16953142;16953142;16953349;16954156;16954156	16951431;16952464;16952464;16953681;16953253;16953681;16954447;16954772	+;+;+;+;+;+;+;+	2247	297
ENSMUSG00000020120	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	16971206;16971464;16981801;16981801;16983196;16983196;16985529;16985529;16987456;16987456;16990051;16990051;16992888;16992888;16994649;16994649;16994820;16995200;16995200;16995200;17002814;17008557;17052183	16974153;16974153;16981933;16981933;16983265;16983265;16985612;16985612;16987560;16987560;16990235;16990235;16992979;16992979;16994830;16994830;16994830;16995355;16995355;16995355;17002999;17008702;17052381	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4486	155
ENSMUSG00000083752	11;11;11	17017852;17018954;17021933	17018124;17020152;17022080	+;+;+	1620	0
ENSMUSG00000044629	11;11;11;11;11;11;11;11	17051586;17051803;17051818;17052112;17052112;17054631;17054631;17078400	17051824;17051824;17052348;17054242;17052348;17055004;17054781;17079371	+;+;+;+;+;+;+;+	4003	2
ENSMUSG00000082099	11	17095490	17095644	-	155	76
ENSMUSG00000033953	11;11;11;11;11;11;11;11;11	17159263;17182107;17192844;17192957;17194217;17194217;17194669;17194669;17198259	17159542;17182146;17193133;17193133;17194276;17194276;17195109;17194853;17200375	+;+;+;+;+;+;+;+;+	3228	2793
ENSMUSG00000078970	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	17182107;17192957;17194217;17194669;17211422;17211918;17211960;17219014;17219014;17222197;17222197;17224549;17224549;17227161;17227161;17228141;17228141;17229769;17229769;17232707;17232707	17182146;17193133;17194276;17194853;17211454;17212146;17212146;17219114;17219114;17222327;17222327;17224650;17224650;17227276;17227276;17228275;17228252;17229866;17229866;17233796;17232914	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2497	938
ENSMUSG00000020116	11;11;11;11;11;11;11;11;11;11	17203198;17204501;17208789;17208789;17209077;17209077;17209311;17210988;17210988;17211313	17204001;17204571;17208906;17208906;17209394;17209137;17209394;17211054;17211137;17211568	-;-;-;-;-;-;-;-;-;-	1717	1776
ENSMUSG00000000581	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	17257579;17257592;17257594;17257688;17262648;17262648;17262648;17262648;17263609;17263609;17263609;17263621;17263951;17263951;17263951;17266531;17266531;17266531	17257658;17257658;17257658;17258007;17262794;17262794;17262794;17262910;17263675;17263675;17263675;17264006;17264006;17264294;17264006;17266560;17266624;17269176	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3995	1554
ENSMUSG00000082797	11	17297577	17298419	-	843	0
ENSMUSG00000087833	11	17548286	17548609	+	324	0
ENSMUSG00000082411	11	17638503	17639183	-	681	0
ENSMUSG00000016984	11;11;11;11;11;11	17938756;17945607;17947775;17952252;17952578;17953563	17940350;17947567;17947887;17952328;17952703;17953875	-;-;-;-;-;-	4185	1080
ENSMUSG00000086468	11;11;11;11;11	17953970;17954004;17954793;17956633;17959251	17954085;17954085;17955098;17956738;17959578	+;+;+;+;+	856	21
ENSMUSG00000084413	11	17973788	17974790	-	1003	2
ENSMUSG00000085453	11;11;11	18095986;18101373;18102868	18098729;18101486;18103384	+;+;+	3375	0
ENSMUSG00000080826	11	18206413	18206944	-	532	0
ENSMUSG00000081302	11	18325630	18327671	-	2042	0
ENSMUSG00000102178	11	18436242	18436836	+	595	0
ENSMUSG00000085675	11;11	18467479;18493197	18468759;18493255	-;-	1340	0
ENSMUSG00000082852	11;11	18508037;18508401	18508242;18509940	-;-	1746	0
ENSMUSG00000081101	11	18577227	18578479	-	1253	0
ENSMUSG00000085806	11;11;11;11;11;11;11	18595248;18598994;18599675;18600025;18696588;18699682;18710148	18595297;18599083;18599758;18600106;18696685;18699722;18710222	-;-;-;-;-;-;-	520	0
ENSMUSG00000065384	11	18738695	18738796	+	102	0
ENSMUSG00000099449	11;11;11;11;11	18752558;18752653;18756445;18756445;18756630	18752946;18752946;18756757;18756496;18756738	-;-;-;-;-	702	0
ENSMUSG00000089390	11	18802254	18802422	-	169	0
ENSMUSG00000085743	11;11;11;11;11;11;11;11	18845851;18853939;18854043;18859950;18859950;18868549;18872002;18874161	18847354;18854405;18854405;18860115;18860161;18868649;18872155;18874309	-;-;-;-;-;-;-;-	2587	0
ENSMUSG00000020160	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	18879817;18880428;18880428;18880662;18880668;18880675;18881360;18883988;18883988;18884387;18884387;18884387;18884387;18884387;18885512;18885589;18885593;18885593;18885593;18885593;18905689;18905689;18905689;18905689;18905689;18905689;18905689;18941659;18941659;18941659;18941659;18941659;18941659;18986774;18988268;18988268;18988268;18988268;18988268;18988268;18988268;19009784;19011242;19011242;19011242;19011242;19011242;19011242;19011242;19011242;19011976;19012810;19012810;19012810;19012810;19012810;19012810;19012810;19012810;19013632;19013632;19013632;19013632;19013632;19013632;19013632;19013632;19014250;19014250;19014250;19014250;19014250;19014250;19016133;19016133;19016133;19016133;19016133;19016133;19016133;19016133;19018221;19018221;19018221;19018221;19018221;19018221;19018221	18885651;18881922;18881922;18881922;18881922;18884476;18881922;18884082;18884082;18884476;18884476;18884476;18884476;18884476;18885651;18885651;18885651;18885651;18885651;18885651;18905765;18905765;18905765;18905765;18905765;18905765;18905765;18941804;18941804;18941804;18941804;18941804;18941804;18988379;18988379;18988379;18988379;18988379;18988379;18988379;18988379;19011388;19011388;19011388;19011388;19011388;19011388;19011388;19011388;19011388;19012002;19012860;19012860;19012860;19012860;19012860;19012860;19012860;19012860;19013682;19013682;19013682;19013682;19013682;19013682;19013682;19013682;19014391;19014391;19014391;19014391;19014391;19014391;19016359;19016359;19016289;19016359;19016359;19016359;19016359;19016359;19018922;19018922;19018714;19018958;19018969;19018714;19018985	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10532	10
ENSMUSG00000104184	11	18884623	18887791	-	3169	0
ENSMUSG00000104244	11	18888261	18889840	-	1580	0
ENSMUSG00000103828	11	19005607	19006473	-	867	0
ENSMUSG00000084085	11;11;11;11	19009128;19009130;19010288;19010288	19009291;19009352;19010792;19011183	+;+;+;+	1121	0
ENSMUSG00000087507	11;11	19013817;19014546	19013997;19015154	+;+	790	0
ENSMUSG00000086025	11;11;11;11;11	19065276;19066909;19068501;19073507;19075548	19066094;19067040;19068649;19073628;19075740	+;+;+;+;+	1415	0
ENSMUSG00000102585	11	19116579	19117434	-	856	0
ENSMUSG00000081054	11	19360926	19361069	-	144	0
ENSMUSG00000082737	11	19383685	19384708	+	1024	8
ENSMUSG00000086911	11;11	19626761;19627395	19627042;19628061	-;-	949	0
ENSMUSG00000089210	11	19693155	19693298	-	144	0
ENSMUSG00000082100	11	19720355	19721472	+	1118	14
ENSMUSG00000083601	11;11	19749419;19749972	19749759;19750066	-;-	436	0
ENSMUSG00000081820	11	19783652	19784483	+	832	0
ENSMUSG00000045671	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	19924375;19924442;19954570;19998120;19998120;19998120;20001009;20001009;20005782;20005782;20005782;20008413;20008413;20008413;20018052;20018052;20018052;20020791;20020791	19924956;19924956;19954739;19998297;19998297;19998297;20001089;20001089;20005950;20005950;20005950;20008477;20008477;20008477;20018133;20018189;20018189;20022577;20024026	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4619	2066
ENSMUSG00000020152	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	20062304;20072456;20077188;20078686;20080023;20080662;20080662;20091295;20091295;20094230;20094230;20100587;20100823;20100823;20112805;20112805;20112805	20064859;20072588;20077333;20080172;20080172;20080798;20080798;20091367;20091367;20094445;20094445;20100933;20100933;20100933;20112909;20112867;20112913	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5204	11331
ENSMUSG00000081346	11	20142568	20142790	+	223	0
ENSMUSG00000085035	11;11	20145567;20145846	20145694;20146344	-;-	627	4
ENSMUSG00000084442	11	20194633	20194735	-	103	0
ENSMUSG00000020149	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	20201432;20201435;20201439;20201439;20201602;20201609;20215630;20215630;20215630;20215630;20215630;20215630;20218813;20218813;20218813;20218813;20218813;20223084;20223084;20223084;20224367;20224367;20224367;20224648;20224648;20224648;20224648	20201652;20201652;20201652;20201652;20201652;20201652;20215702;20215702;20215702;20215702;20215702;20215702;20218908;20218908;20219487;20218908;20218908;20223572;20223179;20223179;20224498;20224498;20224498;20226856;20225464;20226856;20226850	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3799	10808
ENSMUSG00000044066	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	20227037;20230424;20236006;20238386;20238387;20238466;20239196;20239196;20241523;20241886;20241886;20241886;20249307;20249307;20249307;20249307	20229481;20230594;20236102;20238588;20240698;20238588;20240698;20240698;20242238;20242238;20242238;20242238;20249383;20249429;20249418;20249418	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5865	1243
ENSMUSG00000083792	11	20290063	20290383	-	321	0
ENSMUSG00000020142	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	20302180;20302205;20306466;20306466;20307892;20307892;20308404;20308404;20313916;20313916;20318660;20318660;20320192;20320192;20331946;20331946	20304500;20304500;20306600;20306600;20308086;20308086;20308637;20308637;20314082;20314082;20318722;20318722;20320234;20320234;20332684;20332713	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3926	182
ENSMUSG00000078965	11	20335012	20336013	-	1002	2730
ENSMUSG00000083878	11	20446412	20446810	+	399	783
ENSMUSG00000049800	11;11;11;11;11;11;11;11;11	20543253;20543334;20595130;20596975;20631979;20647155;20647802;20647802;20647802	20543760;20543760;20595214;20597020;20632273;20647352;20649065;20653021;20653021	+;+;+;+;+;+;+;+;+	6352	1947
ENSMUSG00000083555	11	20574567	20575189	-	623	0
ENSMUSG00000049659	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	20685084;20685084;20685716;20685742;20685981;20686118;20692465;20692465;20692465;20692465;20692465;20696013;20696751;20696751;20698313;20698313;20698313;20698313;20703307;20703711;20703711;20703711;20703711;20703711;20703711;20708627;20708681;20708681;20708681;20708681;20708681;20708681;20709620;20709620;20709620;20709620;20709620;20709620;20709620;20712164;20712164;20712164;20712164;20712164;20712164;20712164;20725685;20725685;20725685;20725685;20725685;20741306;20741306	20686198;20686198;20686198;20686198;20686198;20686198;20692588;20692802;20692588;20692588;20692588;20698373;20698373;20696831;20698373;20698373;20698373;20698373;20703833;20703833;20703833;20703833;20703833;20703833;20703833;20708737;20708737;20708737;20708737;20708737;20708737;20708737;20709746;20709746;20709746;20709746;20709746;20709746;20709746;20712250;20712230;20712324;20712315;20712315;20712315;20712315;20726172;20727639;20727142;20727639;20727607;20741455;20741589	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6979	3277
ENSMUSG00000084252	11	20729420	20729949	+	530	1
ENSMUSG00000042363	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	20823576;20826350;20829269;20829269;20829312;20829797;20830038;20830038;20830038;20830276;20830276;20830276;20830276;20830870;20830974;20830974	20826515;20826515;20829446;20829446;20829446;20830126;20830126;20830126;20830126;20830347;20830347;20830347;20830755;20831056;20831022;20831056	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4115	1341
ENSMUSG00000086749	11;11	20831481;20831690	20831558;20831919	-;-	308	2
ENSMUSG00000082157	11	20847476	20847682	-	207	0
ENSMUSG00000064671	11	20847753	20847881	-	129	0
ENSMUSG00000096061	11	20937576	20937701	-	126	0
ENSMUSG00000020134	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	21091291;21091291;21092118;21135469;21136046;21136046;21136046;21140564;21140564;21140564;21140564;21142556;21142556;21142556;21146915;21146915;21146915;21147258;21147258;21147258;21147957;21147957;21147957;21149337	21091678;21091678;21092369;21136185;21136185;21136185;21136185;21140693;21140693;21142657;21140693;21142657;21143005;21142657;21147112;21147112;21147112;21147446;21147446;21147446;21150323;21148546;21150323;21149402	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6553	3074
ENSMUSG00000084362	11	21099534	21099827	+	294	4
ENSMUSG00000088223	11	21197708	21197976	-	269	0
ENSMUSG00000084259	11	21206410	21206946	-	537	1
ENSMUSG00000082898	11	21227655	21228256	+	602	0
ENSMUSG00000020128	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	21239281;21239281;21263199;21263199;21264630;21264666;21268785;21268785;21268785;21271704;21271704;21271704;21274998;21274998;21274998;21277675;21277675;21277675;21277903;21291033;21291033;21291033;21291033;21292024;21292024;21292024;21295341;21295341;21295341;21298754;21298754;21298754;21299978;21299978;21299978;21300264;21305651;21305651;21305651;21305651;21306366;21306366;21306366;21306366;21306909;21306909;21306909;21306909;21308739;21308739;21308739;21311077;21311077;21311077;21312240;21312240;21312240;21312505;21312851;21312851;21312851;21313084;21313084;21313084;21313084;21314081;21314919;21314919;21314919;21314919;21316792;21316792;21316792;21319753;21319753;21319753;21319753	21239371;21239371;21263354;21263354;21264871;21264871;21268863;21268863;21268863;21271738;21271738;21271738;21275129;21275129;21275129;21278060;21278060;21278060;21278060;21291159;21291159;21291159;21291159;21292231;21292131;21292131;21295396;21295396;21295396;21298850;21298850;21298850;21300318;21300318;21300318;21300318;21305780;21305780;21305780;21305780;21306547;21306547;21306547;21306547;21307164;21307021;21307021;21307021;21308802;21308802;21308802;21311182;21311182;21311182;21312327;21312327;21312327;21312972;21312972;21312972;21312972;21313164;21313164;21313164;21313164;21316886;21314993;21315026;21315026;21315026;21316886;21316886;21316886;21320537;21320324;21321122;21321136	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7515	3559
ENSMUSG00000089155	11	21249422	21249560	-	139	0
ENSMUSG00000081868	11	21280045	21280224	-	180	5
ENSMUSG00000084048	11	21295560	21295860	+	301	2
ENSMUSG00000001891	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	21321138;21321673;21321924;21321940;21323199;21323199;21323199;21323199;21328871;21328871;21329035;21329725;21329725;21329725;21330834;21330834;21332416;21332416;21333625;21333625;21353349;21353349;21354279;21354279;21370187;21371015	21322129;21322129;21322129;21322129;21323303;21323502;21323303;21323303;21329113;21329113;21329113;21329892;21329922;21329922;21331131;21331131;21332549;21332549;21333810;21333810;21353456;21353456;21354406;21354406;21370477;21371201	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3069	3371
ENSMUSG00000089555	11	21344588	21344675	-	88	0
ENSMUSG00000087253	11;11	21370400;21371460	21370485;21374161	+;+	2788	0
ENSMUSG00000084412	11	21451142	21451354	-	213	0
ENSMUSG00000082607	11	21491314	21491886	+	573	0
ENSMUSG00000082040	11	21493625	21493955	-	331	0
ENSMUSG00000078962	11;11;11;11;11;11;11;11;11;11	21494730;21497041;21498848;21499715;21499950;21504170;21505497;21505715;21506340;21511092	21495124;21497171;21498955;21499798;21500195;21504270;21505905;21507718;21507837;21511178	-;-;-;-;-;-;-;-;-;-	3493	0
ENSMUSG00000020321	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	21556692;21556787;21556787;21558462;21558462;21558462;21558490;21559192;21559192;21559192;21559192;21559522;21559699;21559699;21559699;21562865;21562865;21562865;21562865;21562896;21564041;21564041;21564041;21564041;21564041;21565824;21565824;21565824;21565824;21566620;21566620;21566620;21566620;21571730;21571730;21571730;21571730;21572316	21557568;21557568;21557568;21558551;21558551;21558551;21558551;21559729;21559305;21559305;21559305;21559875;21559875;21559875;21559875;21562987;21562987;21562987;21562987;21562987;21564216;21564207;21564216;21564216;21564216;21565920;21565920;21565920;21565920;21566718;21566718;21566718;21566718;21571762;21572193;21572193;21571934;21572367	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2662	13781
ENSMUSG00000093168	11	21564561	21564649	-	89	0
ENSMUSG00000020319	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	21572235;21572235;21572305;21648070;21652226;21652226;21652226;21659995;21659995;21659995;21660889;21660889;21660889;21663997;21663997;21663997;21664326;21664326;21664326;21689568;21689568;21689583;21691770;21691835;21695114;21695114;21695114;21695129;21711462;21711462;21721103;21721103;21724513;21724513;21748878;21748878;21813360;21813399;21816926;21857447;21884984;21886260;21898476	21572370;21572370;21572370;21648123;21652310;21652310;21652310;21660042;21660042;21660042;21660939;21660939;21660939;21664067;21664067;21664067;21664385;21664385;21664385;21689682;21689682;21689682;21691903;21691903;21697568;21695305;21695305;21695305;21711910;21712071;21721291;21721291;21724636;21724636;21749350;21748941;21813462;21813462;21817341;21857609;21885087;21886288;21898989	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5934	58
ENSMUSG00000083761	11	21683308	21684056	-	749	16
ENSMUSG00000084004	11	21877007	21877950	-	944	2
ENSMUSG00000082874	11	21953140	21953703	+	564	4
ENSMUSG00000005917	11;11;11;11;11;11;11;11;11;11;11;11;11	21994764;21994769;21996858;21998370;21998370;21998370;21999380;21999380;22001122;22001122;22001548;22001548;22002754	21997058;21997058;21997058;21998521;22001189;21998521;21999585;21999585;22001189;22001189;22001615;22001710;22002897	-;-;-;-;-;-;-;-;-;-;-;-;-	5422	0
